date,close,sbi_tt,close_inr
2025-01-02,418.5799865722656,85.3,35704.8729
2025-01-03,423.3500061035156,85.38,36145.6235
2025-01-06,427.8500061035156,85.38,36529.8335
2025-01-07,422.3699951171875,85.39,36066.1739
2025-01-08,424.55999755859375,85.4,36257.4238
2025-01-10,418.95001220703125,85.48,35811.847
2025-01-13,417.19000244140625,85.95,35857.4807
2025-01-14,415.6700134277344,86.25,35851.5387
2025-01-15,426.30999755859375,85.95,36641.3443
2025-01-16,424.5799865722656,86.0,36513.8788
2025-01-17,429.0299987792969,86.2,36982.3859
2025-01-21,428.5,86.1,36893.85
2025-01-22,446.20001220703125,86.0,38373.201
2025-01-23,446.7099914550781,86.05,38439.3948
2025-01-24,444.05999755859375,85.8,38100.3478
2025-01-27,434.55999755859375,85.95,37350.4318
2025-01-28,447.20001220703125,86.1,38503.9211
2025-01-29,442.3299865722656,86.2,38128.8448
2025-01-30,414.989990234375,86.15,35751.3877
2025-01-31,415.05999755859375,86.2,35778.1718
2025-02-03,410.9200134277344,86.8,35667.8572
2025-02-04,412.3699951171875,86.6,35711.2416
2025-02-05,413.2900085449219,87.0,35956.2307
2025-02-06,415.82000732421875,87.1,36217.9226
2025-02-07,409.75,87.05,35668.7375
2025-02-10,412.2200012207031,87.1,35904.3621
2025-02-11,411.44000244140625,86.35,35527.8442
2025-02-12,409.0400085449219,86.3,35300.1527
2025-02-13,410.5400085449219,86.4,35470.6567
2025-02-14,408.42999267578125,86.45,35308.7729
2025-02-18,409.6400146484375,86.5,35433.8613
2025-02-19,414.7699890136719,86.5,35877.604
2025-02-20,416.1300048828125,86.25,35891.2129
2025-02-21,408.2099914550781,86.3,35228.5223
2025-02-24,404.0,86.2,34824.8
2025-02-25,397.8999938964844,86.7,34497.9295
2025-02-26,399.7300109863281,86.7,34656.592
2025-02-27,392.5299987792969,86.85,34091.2304
2025-02-28,396.989990234375,86.95,34518.2797
2025-03-03,388.489990234375,86.95,33779.2047
2025-03-04,388.6099853515625,86.95,33789.6382
2025-03-05,401.0199890136719,86.65,34748.382
2025-03-06,396.8900146484375,86.7,34410.3643
2025-03-07,393.30999755859375,86.5,34021.3148
2025-03-10,380.1600036621094,86.87,33024.4995
2025-03-11,380.45001220703125,86.98,33091.5421
2025-03-12,383.2699890136719,86.85,33286.9985
2025-03-13,378.7699890136719,86.75,32858.2965
2025-03-14,388.55999755859375,86.75,33707.5798
2025-03-17,388.70001220703125,86.5,33622.5511
